termId,conceptId,currentText,originalCategory,taxonomyCategory,sourceFile,screenOrFeature,notes
ST3_0020,CONCEPT_POINTS_CURRENCY,Не хватает 💰.,ResourceName,ResourceName,AsyncScene/Web/conflict-old.js,"economy_toasts,disabled_states",line=489; canonConcept=CONCEPT_POINTS_CURRENCY; canonCategory=ResourceName; STEP3_UI_TAXONOMY_V1
ST3_0021,CONCEPT_ESCAPE_ACTION,"Ты смылся(ась) от ${opp ? opp.name : ""кого-то""}.",Other,ActionName,AsyncScene/Web/conflict-old.js,general_interface,"variables=opp ? opp.name : ""кого-то""; line=495; canonConcept=CONCEPT_ESCAPE_ACTION; canonCategory=Button; STEP3_UI_TAXONOMY_V1"
ST3_0022,TERM_ST3_0022,Ты отшил(а) всех активных. Площадь выдохнула.,Other,Status,AsyncScene/Web/conflict-old.js,chat_ui,line=510; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0023,CONCEPT_POINTS_CURRENCY,"Не хватает 💰, чтобы смыться от всех активных.",ResourceName,ResourceName,AsyncScene/Web/conflict-old.js,"economy_toasts,disabled_states",line=516; canonConcept=CONCEPT_POINTS_CURRENCY; canonCategory=ResourceName; STEP3_UI_TAXONOMY_V1
ST3_0024,CONCEPT_POINTS_CURRENCY,Ты смылся(ась) от всех активных за ${count} 💰. Чисто.,ResourceName,ResourceName,AsyncScene/Web/conflict-old.js,economy_toasts,variables=count; line=522; canonConcept=CONCEPT_POINTS_CURRENCY; canonCategory=ResourceName; STEP3_UI_TAXONOMY_V1
ST3_0025,TERM_ST3_0025,Тебя обнесли в ноль.,Other,Status,AsyncScene/Web/conflict-old.js,general_interface,line=549; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0026,CONCEPT_POINTS_CURRENCY,С тебя дернули 3 💰.,ResourceName,ResourceName,AsyncScene/Web/conflict-old.js,economy_toasts,line=552; canonConcept=CONCEPT_POINTS_CURRENCY; canonCategory=ResourceName; STEP3_UI_TAXONOMY_V1
ST3_0027,TERM_ST3_0027,Ждем ответку...,Other,Status,AsyncScene/Web/conflict-old.js,general_interface,line=564; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0028,TERM_ST3_0028,${me.name} забрал(а) раунд.,Other,Status,AsyncScene/Web/conflict-old.js,general_interface,variables=me.name; line=660; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0029,TERM_ST3_0029,"${opp ? opp.name : ""Кто-то""} забрал(а) раунд.",Other,Status,AsyncScene/Web/conflict-old.js,general_interface,"variables=opp ? opp.name : ""Кто-то""; line=664; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1"
ST3_0030,TERM_ST3_0030,Тебя обнесли в ноль.,Other,Status,AsyncScene/Web/conflict-old.js,general_interface,line=683; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0031,CONCEPT_POINTS_CURRENCY,С тебя дернули 3 💰.,ResourceName,ResourceName,AsyncScene/Web/conflict-old.js,economy_toasts,line=693; canonConcept=CONCEPT_POINTS_CURRENCY; canonCategory=ResourceName; STEP3_UI_TAXONOMY_V1
ST3_0032,TERM_ST3_0032,${me.name} забрал(а) раунд.,Other,Status,AsyncScene/Web/conflict-old.js,general_interface,variables=me.name; line=716; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0033,TERM_ST3_0033,${opp.name} забрал(а) раунд.,Other,Status,AsyncScene/Web/conflict-old.js,result_cards,variables=opp.name; line=721; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0034,TERM_ST3_0034,Ничья. Площадь решает.,ResultCard,Status,AsyncScene/Web/conflict-old.js,chat_ui,line=731; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0035,TERM_ST3_0035,${me.name} забрал(а) раунд.,Other,Status,AsyncScene/Web/conflict-old.js,general_interface,variables=me.name; line=748; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0036,TERM_ST3_0036,${opp.name} забрал(а) раунд.,Other,Status,AsyncScene/Web/conflict-old.js,result_cards,variables=opp.name; line=753; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0037,TERM_ST3_0037,Поражение,ResultCard,Status,AsyncScene/Web/conflict/conflict-api.js,"battle_ui,result_cards",line=1010; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0038,TERM_ST3_0038,Ты напоролся на бандита.,Other,Status,AsyncScene/Web/conflict/conflict-api.js,reports_cop_flow,line=1013; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0039,TERM_ST3_0039,Ты напоролся на токсика.,Other,Status,AsyncScene/Web/conflict/conflict-api.js,reports_cop_flow,line=1013; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0040,CONCEPT_CROWD_DECISION,Толпа решает,ResultCard,Status,AsyncScene/Web/conflict/conflict-api.js,"battle_ui,events_voting_crowd",line=1251; canonConcept=CONCEPT_CROWD_DECISION; canonCategory=Status; STEP3_UI_TAXONOMY_V1
ST3_0041,TERM_ST3_0041,Победа,ResultCard,Status,AsyncScene/Web/conflict/conflict-api.js,"battle_ui,result_cards",line=1253; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0042,TERM_ST3_0042,Поражение,ResultCard,Status,AsyncScene/Web/conflict/conflict-api.js,"battle_ui,result_cards",line=1254; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0043,TERM_ST3_0043,"Извините, кажется, где-то рядом, но я не уверен.",Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=100; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0044,TERM_ST3_0044,"Возможно, у входа или около площади.",Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=101; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0045,TERM_ST3_0045,"Проверьте, пожалуйста, рядом с вывеской или у перекрестка.",Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=102; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0046,TERM_ST3_0046,"Извините, возможно, это кто-то из местных.",Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=107; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0047,TERM_ST3_0047,"Похоже, это человек из толпы, но я не уверен.",Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=108; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0048,TERM_ST3_0048,"Кажется, это кто-то знакомый, но я не ручаюсь.",Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=109; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0049,TERM_ST3_0049,"Эм... да, наверное.",Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=114; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0050,TERM_ST3_0050,"Скорее да, но я не уверен.",Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=115; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0051,TERM_ST3_0051,"Наверное нет... простите, я сомневаюсь.",Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=116; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0052,TERM_ST3_0052,да/нет,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=173; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0053,TERM_ST3_0053,да-нет,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=173; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0054,TERM_ST3_0054,о чем,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=174; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0055,TERM_ST3_0055,о-чем,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=174; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0056,TERM_ST3_0056,о_чем,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=174; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0057,TERM_ST3_0057,кто,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=175; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0058,TERM_ST3_0058,что,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=175; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0059,TERM_ST3_0059,кто/что,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=175; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0060,TERM_ST3_0060,кто-что,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=175; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0061,TERM_ST3_0061,где,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=176; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0062,TERM_ST3_0062,да/нет,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=252; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0063,TERM_ST3_0063,да-нет,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=252; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0064,TERM_ST3_0064,о чем,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=253; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0065,TERM_ST3_0065,о-чем,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=253; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0066,TERM_ST3_0066,о_чем,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=253; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0067,TERM_ST3_0067,кто,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=254; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0068,TERM_ST3_0068,что,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=254; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0069,TERM_ST3_0069,кто/что,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=254; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0070,TERM_ST3_0070,где,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=255; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0071,TERM_ST3_0071,здесь,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=452; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0072,TERM_ST3_0072,здесь,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=477; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0073,TERM_ST3_0073,кто,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=487; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0074,TERM_ST3_0074,здесь,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=659; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0075,TERM_ST3_0075,Нет.,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=664; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0076,TERM_ST3_0076,Да.,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=665; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0077,TERM_ST3_0077,здесь,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=675; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0078,TERM_ST3_0078,кто,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=688; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0079,TERM_ST3_0079,про,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=688; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0080,TERM_ST3_0080,здесь,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=938; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0081,TERM_ST3_0081,здесь,Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,line=940; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0082,TERM_ST3_0082,в {PLACE},Other,Status,AsyncScene/Web/conflict/conflict-arguments.js,general_interface,variables=PLACE; line=952; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0083,CONCEPT_CROWD_DECISION,Толпа решает,ResultCard,Status,AsyncScene/Web/conflict/conflict-arguments.js,"battle_ui,events_voting_crowd",line=1041; canonConcept=CONCEPT_CROWD_DECISION; canonCategory=Status; STEP3_UI_TAXONOMY_V1
ST3_0084,TERM_ST3_0084,Победа,ResultCard,Status,AsyncScene/Web/conflict/conflict-arguments.js,"battle_ui,result_cards",line=1041; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0085,TERM_ST3_0085,Поражение,ResultCard,Status,AsyncScene/Web/conflict/conflict-arguments.js,"battle_ui,result_cards",line=1041; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0086,TERM_ST3_0086,да/нет,Other,Status,AsyncScene/Web/conflict/conflict-core.js,general_interface,line=800; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0087,TERM_ST3_0087,да-нет,Other,Status,AsyncScene/Web/conflict/conflict-core.js,general_interface,line=800; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0088,TERM_ST3_0088,кто,Other,Status,AsyncScene/Web/conflict/conflict-core.js,general_interface,line=801; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0089,TERM_ST3_0089,что,Other,Status,AsyncScene/Web/conflict/conflict-core.js,general_interface,line=801; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0090,TERM_ST3_0090,кто/что,Other,Status,AsyncScene/Web/conflict/conflict-core.js,general_interface,line=801; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0091,TERM_ST3_0091,где,Other,Status,AsyncScene/Web/conflict/conflict-core.js,general_interface,line=802; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0092,TERM_ST3_0092,Система,ChatLine,Status,AsyncScene/Web/conflict/conflict-core.js,chat_ui,line=894; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0093,TERM_ST3_0093,Победа,ResultCard,Status,AsyncScene/Web/conflict/conflict-core.js,"battle_ui,result_cards",line=918; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0094,TERM_ST3_0094,Поражение,ResultCard,Status,AsyncScene/Web/conflict/conflict-core.js,"battle_ui,result_cards",line=919; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0095,CONCEPT_CROWD_DECISION,Толпа решает,ResultCard,Status,AsyncScene/Web/conflict/conflict-core.js,"battle_ui,events_voting_crowd",line=920; canonConcept=CONCEPT_CROWD_DECISION; canonCategory=Status; STEP3_UI_TAXONOMY_V1
ST3_0096,TERM_ST3_0096,Свалил,ResultCard,Status,AsyncScene/Web/conflict/conflict-core.js,escape,line=921; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0097,CONCEPT_IGNORE_ACTION,Отвалил,Other,ActionName,AsyncScene/Web/conflict/conflict-core.js,ignore,line=922; canonConcept=CONCEPT_IGNORE_ACTION; canonCategory=Button; STEP3_UI_TAXONOMY_V1
ST3_0098,TERM_ST3_0098,Остался,Other,Status,AsyncScene/Web/conflict/conflict-core.js,general_interface,line=923; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0099,TERM_ST3_0099,Итог,Other,Status,AsyncScene/Web/conflict/conflict-core.js,result_cards,line=924; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0100,TERM_ST3_0100,Оппонент,Other,Status,AsyncScene/Web/conflict/conflict-core.js,general_interface,line=930; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0101,CONCEPT_BATTLE_ACTION,Баттл с ${oppName}: ${text}.,SystemLine,ActionName,AsyncScene/Web/conflict/conflict-core.js,battle_ui,variables=oppName|text; line=933; canonConcept=CONCEPT_BATTLE_ACTION; canonCategory=Button; STEP3_UI_TAXONOMY_V1
ST3_0102,CONCEPT_POINTS_CURRENCY,Токсик снял у тебя ${actual || cost} 💰. Все видели.,ResourceName,ResourceName,AsyncScene/Web/conflict/conflict-core.js,"reports_cop_flow,economy_toasts",variables=actual || cost; line=1001; canonConcept=CONCEPT_POINTS_CURRENCY; canonCategory=ResourceName; STEP3_UI_TAXONOMY_V1
ST3_0103,CONCEPT_POINTS_CURRENCY,Бандит забрал у тебя ${amountActual} 💰. Все видели.,ResourceName,ResourceName,AsyncScene/Web/conflict/conflict-core.js,"reports_cop_flow,economy_toasts",variables=amountActual; line=1057; canonConcept=CONCEPT_POINTS_CURRENCY; canonCategory=ResourceName; STEP3_UI_TAXONOMY_V1
ST3_0104,TERM_ST3_0104,Коп,Other,Status,AsyncScene/Web/conflict/conflict-core.js,general_interface,line=1074; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0105,CONCEPT_POINTS_CURRENCY,Вы попытались забатлить ${name}. Это нарушение порядка. Штраф -${pen} 💰.,ResourceName,ResourceName,AsyncScene/Web/conflict/conflict-core.js,"dm_ui,economy_toasts",variables=name|pen; line=1076; canonConcept=CONCEPT_POINTS_CURRENCY; canonCategory=ResourceName; STEP3_UI_TAXONOMY_V1
ST3_0106,CONCEPT_POINTS_CURRENCY,Нарушение порядка. За попытку вброса списан штраф -${pen} 💰.,ResourceName,ResourceName,AsyncScene/Web/conflict/conflict-core.js,"chat_ui,economy_toasts",variables=pen; line=1077; canonConcept=CONCEPT_POINTS_CURRENCY; canonCategory=ResourceName; STEP3_UI_TAXONOMY_V1
ST3_0107,TERM_ST3_0107,ты тут?,Other,Status,AsyncScene/Web/conflict/conflict-core.js,general_interface,line=1283; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0108,CONCEPT_CROWD_DECISION,Толпа решает,ResultCard,Status,AsyncScene/Web/conflict/conflict-core.js,"battle_ui,events_voting_crowd,price_caps",line=2367; canonConcept=CONCEPT_CROWD_DECISION; canonCategory=Status; STEP3_UI_TAXONOMY_V1
ST3_0109,TERM_ST3_0109,"Поровну, без перевеса. Ещё круг.",EconomyReason,ReasonName,AsyncScene/Web/conflict/conflict-core.js,"battle_ui,events_voting_crowd,price_caps,cooldowns",line=2368; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0110,CONCEPT_CROWD_DECISION,Толпа решила: атакующий затащил.,Other,Status,AsyncScene/Web/conflict/conflict-core.js,"battle_ui,events_voting_crowd",line=2400; canonConcept=CONCEPT_CROWD_DECISION; canonCategory=Status; STEP3_UI_TAXONOMY_V1
ST3_0111,CONCEPT_CROWD_DECISION,Толпа решила: защитник отбился.,Other,Status,AsyncScene/Web/conflict/conflict-core.js,events_voting_crowd,line=2400; canonConcept=CONCEPT_CROWD_DECISION; canonCategory=Status; STEP3_UI_TAXONOMY_V1
ST3_0112,TERM_ST3_0112,Бандит вынес тебя в ноль. Все видели.,Other,Status,AsyncScene/Web/conflict/conflict-core.js,reports_cop_flow,line=2407; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0113,CONCEPT_POINTS_CURRENCY,Токсик снял у тебя 5 💰. Все видели.,ResourceName,ResourceName,AsyncScene/Web/conflict/conflict-core.js,"reports_cop_flow,economy_toasts",line=2411; canonConcept=CONCEPT_POINTS_CURRENCY; canonCategory=ResourceName; STEP3_UI_TAXONOMY_V1
ST3_0114,TERM_ST3_0114,Победа,ResultCard,Status,AsyncScene/Web/conflict/conflict-core.js,"battle_ui,result_cards",line=2420; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0115,CONCEPT_CROWD_DECISION,Толпа решила: атакующий затащил.,Other,Status,AsyncScene/Web/conflict/conflict-core.js,"battle_ui,events_voting_crowd",line=2427; canonConcept=CONCEPT_CROWD_DECISION; canonCategory=Status; STEP3_UI_TAXONOMY_V1
ST3_0116,TERM_ST3_0116,Победа,ResultCard,Status,AsyncScene/Web/conflict/conflict-core.js,"battle_ui,result_cards",line=2428; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0117,TERM_ST3_0117,Поражение,ResultCard,Status,AsyncScene/Web/conflict/conflict-core.js,"battle_ui,result_cards",line=2428; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0118,CONCEPT_CROWD_DECISION,Толпа решила: защитник отбился.,Other,Status,AsyncScene/Web/conflict/conflict-core.js,events_voting_crowd,line=2433; canonConcept=CONCEPT_CROWD_DECISION; canonCategory=Status; STEP3_UI_TAXONOMY_V1
ST3_0119,TERM_ST3_0119,Победа,ResultCard,Status,AsyncScene/Web/conflict/conflict-core.js,"battle_ui,result_cards",line=2434; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0120,TERM_ST3_0120,Поражение,ResultCard,Status,AsyncScene/Web/conflict/conflict-core.js,"battle_ui,result_cards",line=2434; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0121,CONCEPT_IGNORE_ACTION,Толпа решила: отвалил.,Other,ActionName,AsyncScene/Web/conflict/conflict-core.js,"events_voting_crowd,ignore",line=2533; canonConcept=CONCEPT_IGNORE_ACTION; canonCategory=Button; STEP3_UI_TAXONOMY_V1
ST3_0122,CONCEPT_CROWD_DECISION,Толпа решила: свалил.,ResultCard,Status,AsyncScene/Web/conflict/conflict-core.js,"events_voting_crowd,escape",line=2533; canonConcept=CONCEPT_CROWD_DECISION; canonCategory=Status; STEP3_UI_TAXONOMY_V1
ST3_0123,CONCEPT_IGNORE_ACTION,Отвалил,Other,ActionName,AsyncScene/Web/conflict/conflict-core.js,ignore,line=2534; canonConcept=CONCEPT_IGNORE_ACTION; canonCategory=Button; STEP3_UI_TAXONOMY_V1
ST3_0124,TERM_ST3_0124,Свалил,ResultCard,Status,AsyncScene/Web/conflict/conflict-core.js,escape,line=2534; canonConcept=unmapped_inventory_term; STEP3_UI_TAXONOMY_V1
ST3_0125,CONCEPT_IGNORE_ACTION,Не отвалил.,Other,ActionName,AsyncScene/Web/conflict/conflict-core.js,ignore,line=2557; canonConcept=CONCEPT_IGNORE_ACTION; canonCategory=Button; STEP3_UI_TAXONOMY_V1
