TERM_ID,category,currentText,screenOrFeature,sourceFile,sourceKeyOrFunction,triggerCondition,notes
ST3_0036,Other,${opp.name} забрал(а) раунд.,result_cards,AsyncScene/Web/conflict-old.js,winForMe,dynamic_template,variables=opp.name; line=753
ST3_0037,ResultCard,Поражение,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-api.js,literal_at_line,static_string,line=1010
ST3_0038,Other,Ты напоролся на бандита.,reports_cop_flow,AsyncScene/Web/conflict/conflict-api.js,line,static_string,line=1013
ST3_0039,Other,Ты напоролся на токсика.,reports_cop_flow,AsyncScene/Web/conflict/conflict-api.js,line,static_string,line=1013
ST3_0040,ResultCard,Толпа решает,"battle_ui,events_voting_crowd",AsyncScene/Web/conflict/conflict-api.js,if,static_string,line=1251
ST3_0041,ResultCard,Победа,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-api.js,if,static_string,line=1253
ST3_0042,ResultCard,Поражение,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-api.js,literal_at_line,static_string,line=1254
ST3_0043,Other,"Извините, кажется, где-то рядом, но я не уверен.",general_interface,AsyncScene/Web/conflict/conflict-arguments.js,mk,static_string,line=100
ST3_0044,Other,"Возможно, у входа или около площади.",general_interface,AsyncScene/Web/conflict/conflict-arguments.js,mk,static_string,line=101
ST3_0045,Other,"Проверьте, пожалуйста, рядом с вывеской или у перекрестка.",general_interface,AsyncScene/Web/conflict/conflict-arguments.js,mk,static_string,line=102
ST3_0046,Other,"Извините, возможно, это кто-то из местных.",general_interface,AsyncScene/Web/conflict/conflict-arguments.js,mk,static_string,line=107
ST3_0047,Other,"Похоже, это человек из толпы, но я не уверен.",general_interface,AsyncScene/Web/conflict/conflict-arguments.js,mk,static_string,line=108
ST3_0048,Other,"Кажется, это кто-то знакомый, но я не ручаюсь.",general_interface,AsyncScene/Web/conflict/conflict-arguments.js,mk,static_string,line=109
ST3_0049,Other,"Эм... да, наверное.",general_interface,AsyncScene/Web/conflict/conflict-arguments.js,mk,static_string,line=114
ST3_0050,Other,"Скорее да, но я не уверен.",general_interface,AsyncScene/Web/conflict/conflict-arguments.js,mk,static_string,line=115
ST3_0051,Other,"Наверное нет... простите, я сомневаюсь.",general_interface,AsyncScene/Web/conflict/conflict-arguments.js,mk,static_string,line=116
ST3_0052,Other,да/нет,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=173
ST3_0053,Other,да-нет,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=173
ST3_0054,Other,о чем,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=174
ST3_0055,Other,о-чем,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=174
ST3_0056,Other,о_чем,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=174
ST3_0057,Other,кто,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=175
ST3_0058,Other,что,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=175
ST3_0059,Other,кто/что,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=175
ST3_0060,Other,кто-что,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=175
ST3_0061,Other,где,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=176
ST3_0062,Other,да/нет,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=252
ST3_0063,Other,да-нет,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=252
ST3_0064,Other,о чем,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=253
ST3_0065,Other,о-чем,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=253
ST3_0066,Other,о_чем,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=253
ST3_0067,Other,кто,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=254
ST3_0068,Other,что,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=254
ST3_0069,Other,кто/что,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=254
ST3_0070,Other,где,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=255
ST3_0071,Other,здесь,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,String,static_string,line=452
ST3_0072,Other,здесь,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=477
ST3_0073,Other,кто,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,Rule,static_string,line=487
ST3_0074,Other,здесь,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,String,static_string,line=659
ST3_0075,Other,Нет.,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=664
ST3_0076,Other,Да.,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=665
ST3_0077,Other,здесь,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=675
ST3_0078,Other,кто,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,Enforce,static_string,line=688
ST3_0079,Other,про,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,Enforce,static_string,line=688
ST3_0080,Other,здесь,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,if,static_string,line=938
ST3_0081,Other,здесь,general_interface,AsyncScene/Web/conflict/conflict-arguments.js,String,static_string,line=940
ST3_0082,Other,в {PLACE},general_interface,AsyncScene/Web/conflict/conflict-arguments.js,P0-1,dynamic_template,variables=PLACE; line=952
ST3_0083,ResultCard,Толпа решает,"battle_ui,events_voting_crowd",AsyncScene/Web/conflict/conflict-arguments.js,finalize,static_string,line=1041
ST3_0084,ResultCard,Победа,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-arguments.js,finalize,static_string,line=1041
ST3_0085,ResultCard,Поражение,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-arguments.js,finalize,static_string,line=1041
ST3_0086,Other,да/нет,general_interface,AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=800
ST3_0087,Other,да-нет,general_interface,AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=800
ST3_0088,Other,кто,general_interface,AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=801
ST3_0089,Other,что,general_interface,AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=801
ST3_0090,Other,кто/что,general_interface,AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=801
ST3_0091,Other,где,general_interface,AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=802
ST3_0092,ChatLine,Система,chat_ui,AsyncScene/Web/conflict/conflict-core.js,pushChat,static_string,line=894
ST3_0093,ResultCard,Победа,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=918
ST3_0094,ResultCard,Поражение,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=919
ST3_0095,ResultCard,Толпа решает,"battle_ui,events_voting_crowd",AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=920
ST3_0096,ResultCard,Свалил,escape,AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=921
ST3_0097,Other,Отвалил,ignore,AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=922
ST3_0098,Other,Остался,general_interface,AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=923
ST3_0099,Other,Итог,result_cards,AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=924
ST3_0100,Other,Оппонент,general_interface,AsyncScene/Web/conflict/conflict-core.js,oppName,static_string,line=930
ST3_0101,SystemLine,Баттл с ${oppName}: ${text}.,battle_ui,AsyncScene/Web/conflict/conflict-core.js,pushSystem,dynamic_template,variables=oppName|text; line=933
ST3_0102,ResourceName,Токсик снял у тебя ${actual || cost} 💰. Все видели.,"reports_cop_flow,economy_toasts",AsyncScene/Web/conflict/conflict-core.js,toxicStealLine,dynamic_template,variables=actual || cost; line=1001
ST3_0103,ResourceName,Бандит забрал у тебя ${amountActual} 💰. Все видели.,"reports_cop_flow,economy_toasts",AsyncScene/Web/conflict/conflict-core.js,line,dynamic_template,variables=amountActual; line=1057
ST3_0104,Other,Коп,general_interface,AsyncScene/Web/conflict/conflict-core.js,name,static_string,line=1074
ST3_0105,ResourceName,Вы попытались забатлить ${name}. Это нарушение порядка. Штраф -${pen} 💰.,"dm_ui,economy_toasts",AsyncScene/Web/conflict/conflict-core.js,dmTextRaw,dynamic_template,variables=name|pen; line=1076
ST3_0106,ResourceName,Нарушение порядка. За попытку вброса списан штраф -${pen} 💰.,"chat_ui,economy_toasts",AsyncScene/Web/conflict/conflict-core.js,chatTextRaw,dynamic_template,variables=pen; line=1077
ST3_0107,Other,ты тут?,general_interface,AsyncScene/Web/conflict/conflict-core.js,text,static_string,line=1283
ST3_0108,ResultCard,Толпа решает,"battle_ui,events_voting_crowd,price_caps",AsyncScene/Web/conflict/conflict-core.js,ensureBattleCrowdCap,static_string,line=2367
ST3_0109,EconomyReason,"Поровну, без перевеса. Ещё круг.","battle_ui,events_voting_crowd,price_caps,cooldowns",AsyncScene/Web/conflict/conflict-core.js,ensureBattleCrowdCap,static_string,line=2368
ST3_0110,Other,Толпа решила: атакующий затащил.,"battle_ui,events_voting_crowd",AsyncScene/Web/conflict/conflict-core.js,решила,static_string,line=2400
ST3_0111,Other,Толпа решила: защитник отбился.,events_voting_crowd,AsyncScene/Web/conflict/conflict-core.js,решила,static_string,line=2400
ST3_0112,Other,Бандит вынес тебя в ноль. Все видели.,reports_cop_flow,AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=2407
ST3_0113,ResourceName,Токсик снял у тебя 5 💰. Все видели.,"reports_cop_flow,economy_toasts",AsyncScene/Web/conflict/conflict-core.js,toxicStealLine,static_string,line=2411
ST3_0114,ResultCard,Победа,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-core.js,literal_at_line,static_string,line=2420
ST3_0115,Other,Толпа решила: атакующий затащил.,"battle_ui,events_voting_crowd",AsyncScene/Web/conflict/conflict-core.js,решила,static_string,line=2427
ST3_0116,ResultCard,Победа,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-core.js,решила,static_string,line=2428
ST3_0117,ResultCard,Поражение,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-core.js,решила,static_string,line=2428
ST3_0118,Other,Толпа решила: защитник отбился.,events_voting_crowd,AsyncScene/Web/conflict/conflict-core.js,решила,static_string,line=2433
ST3_0119,ResultCard,Победа,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-core.js,решила,static_string,line=2434
ST3_0120,ResultCard,Поражение,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-core.js,решила,static_string,line=2434
ST3_0121,Other,Толпа решила: отвалил.,"events_voting_crowd,ignore",AsyncScene/Web/conflict/conflict-core.js,решила,static_string,line=2533
ST3_0122,ResultCard,Толпа решила: свалил.,"events_voting_crowd,escape",AsyncScene/Web/conflict/conflict-core.js,решила,static_string,line=2533
ST3_0123,Other,Отвалил,ignore,AsyncScene/Web/conflict/conflict-core.js,решила,static_string,line=2534
ST3_0124,ResultCard,Свалил,escape,AsyncScene/Web/conflict/conflict-core.js,решила,static_string,line=2534
ST3_0125,Other,Не отвалил.,ignore,AsyncScene/Web/conflict/conflict-core.js,literal_at_line,static_string,line=2557
ST3_0126,Button,Не смог свалить.,escape,AsyncScene/Web/conflict/conflict-core.js,literal_at_line,static_string,line=2557
ST3_0127,ResultCard,"Толпа решает, отвалить ли.","battle_ui,events_voting_crowd",AsyncScene/Web/conflict/conflict-core.js,literal_at_line,static_string,line=2842
ST3_0128,Button,"Толпа решает, свалить ли.","battle_ui,events_voting_crowd,escape",AsyncScene/Web/conflict/conflict-core.js,literal_at_line,static_string,line=2842
ST3_0129,Other,Отвалить?,general_interface,AsyncScene/Web/conflict/conflict-core.js,literal_at_line,static_string,line=2843
ST3_0130,Button,Свалить?,escape,AsyncScene/Web/conflict/conflict-core.js,literal_at_line,static_string,line=2843
ST3_0131,Other,Он,general_interface,AsyncScene/Web/conflict/conflict-core.js,oppName,static_string,line=2920
ST3_0132,Other,дай передохнуть а,dm_ui,AsyncScene/Web/conflict/conflict-core.js,pushDm,static_string,line=2922
ST3_0133,Other,Он,general_interface,AsyncScene/Web/conflict/conflict-core.js,oppName,static_string,line=3032
ST3_0134,Other,дай передохнуть а,dm_ui,AsyncScene/Web/conflict/conflict-core.js,pushDm,static_string,line=3034
ST3_0135,Other,Отвалил.,ignore,AsyncScene/Web/conflict/conflict-core.js,literal_at_line,static_string,line=3128
ST3_0136,Other,Отвалил,ignore,AsyncScene/Web/conflict/conflict-core.js,literal_at_line,static_string,line=3129
ST3_0137,Other,вброс,general_interface,AsyncScene/Web/conflict/conflict-core.js,rule,static_string,line=3484
ST3_0138,ResourceName,Нарушение порядка. Штраф -${penalty} 💰.,economy_toasts,AsyncScene/Web/conflict/conflict-core.js,literal_at_line,dynamic_template,variables=penalty; line=3543
ST3_0139,Other,Штраф,economy_toasts,AsyncScene/Web/conflict/conflict-core.js,literal_at_line,static_string,line=3544
ST3_0140,ResultCard,Толпа решает,"battle_ui,events_voting_crowd",AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=3597
ST3_0141,ResultCard,Толпа решает.,"battle_ui,events_voting_crowd",AsyncScene/Web/conflict/conflict-core.js,trim,static_string,line=3724
ST3_0142,SystemLine,Система,general_interface,AsyncScene/Web/conflict/conflict-core.js,name,static_string,line=3726
ST3_0143,Other,Canon разрешил результат.,general_interface,AsyncScene/Web/conflict/conflict-core.js,literal_at_line,static_string,line=3753
ST3_0144,Other,Решено,general_interface,AsyncScene/Web/conflict/conflict-core.js,literal_at_line,static_string,line=3754
ST3_0145,ResultCard,Поражение,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-core.js,skipped,static_string,line=3769
ST3_0146,Toast,Унижение. ⚡ обнулено.,general_interface,AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=3771
ST3_0147,ResultCard,Поражение,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-core.js,if,static_string,line=3772
ST3_0148,Other,Игрок,general_interface,AsyncScene/Web/conflict/conflict-core.js,meName,static_string,line=3774
ST3_0149,SystemLine,${meName} бросил вызов мафиози и остался униженным в ноль.,general_interface,AsyncScene/Web/conflict/conflict-core.js,pushSystem,dynamic_template,variables=meName; line=3775
ST3_0150,ResultCard,Победа.,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-core.js,pushSystem,static_string,line=3779
ST3_0151,ResultCard,Свалил.,escape,AsyncScene/Web/conflict/conflict-core.js,pushSystem,static_string,line=3779
ST3_0152,ResultCard,Поражение.,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-core.js,pushSystem,static_string,line=3779
ST3_0153,ResultCard,Победа,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-core.js,literal_at_line,static_string,line=3780
ST3_0154,ResultCard,Свалил,escape,AsyncScene/Web/conflict/conflict-core.js,literal_at_line,static_string,line=3780
ST3_0155,ResultCard,Поражение,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-core.js,literal_at_line,static_string,line=3780
ST3_0156,ResourceName,keep 1 💰,economy_toasts,AsyncScene/Web/conflict/conflict-economy.js,0,static_string,line=1206
ST3_0157,ChatLine,Система,chat_ui,AsyncScene/Web/conflict/conflict-economy.js,pushChat,static_string,line=1819
ST3_0158,SystemLine,Твои аргументы стали сильными.,dm_ui,AsyncScene/Web/conflict/conflict-economy.js,pushSystem,static_string,line=1842
ST3_0159,SystemLine,Твои аргументы стали мощными.,dm_ui,AsyncScene/Web/conflict/conflict-economy.js,pushSystem,static_string,line=1848
ST3_0160,SystemLine,Твои аргументы стали абсолютными.,dm_ui,AsyncScene/Web/conflict/conflict-economy.js,pushSystem,static_string,line=1854
ST3_0161,ResultCard,Победа!,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-economy.js,F,static_string,line=2012
ST3_0162,ResultCard,🏆 Победа!,"battle_ui,result_cards",AsyncScene/Web/conflict/conflict-economy.js,pushSystem,static_string,line=2015
ST3_0163,Other,отвали,general_interface,AsyncScene/Web/data.js,Dismiss,static_string,line=61
ST3_0164,ResultCard,Толпа решает.,"battle_ui,events_voting_crowd",AsyncScene/Web/data.js,tie_start,static_string,line=119
ST3_0165,Hint,"Вписывайся - кликни на имя, за кого ты.",events_voting_crowd,AsyncScene/Web/data.js,tie_call_to_action,static_string,line=120
ST3_0166,Hint,"Кликни на имя, за кого хочешь вписаться.",events_voting_crowd,AsyncScene/Web/data.js,tie_click_name_hint,static_string,line=121
ST3_0167,Status,Принято. Ты вписался.,"events_voting_crowd,success_fail_states",AsyncScene/Web/data.js,vote_ok,static_string,line=122
ST3_0168,Other,Ты уже вписался.,events_voting_crowd,AsyncScene/Web/data.js,vote_already,static_string,line=123
ST3_0169,Error,Не удалось вписаться.,"events_voting_crowd,success_fail_states",AsyncScene/Web/data.js,vote_fail,static_string,line=124
ST3_0170,Cooldown,Осталось: {sec}s,cooldowns,AsyncScene/Web/data.js,tie_timer,dynamic_template,variables=sec; line=125
ST3_0171,Other,Победил {name} - {aVotes}:{bVotes}.,"events_voting_crowd,result_cards",AsyncScene/Web/data.js,tie_end_winner,dynamic_template,variables=name|aVotes|bVotes; line=126
ST3_0172,Other,Поровну по голосам - {aVotes}:{bVotes}.,"events_voting_crowd,result_cards",AsyncScene/Web/data.js,tie_end_draw,dynamic_template,variables=aVotes|bVotes; line=127
ST3_0173,BlockTitle,Толпа решает. Вписывайся - кликни на имя в событиях.,"chat_ui,battle_ui,events_voting_crowd",AsyncScene/Web/data.js,tie_chat_start,static_string,line=128
ST3_0174,Other,Толпа решила. Победил {name} - {aVotes}:{bVotes}.,"chat_ui,events_voting_crowd,result_cards",AsyncScene/Web/data.js,tie_chat_end_winner,dynamic_template,variables=name|aVotes|bVotes; line=129
ST3_0175,Other,Толпа решила. Поровну - {aVotes}:{bVotes}.,"chat_ui,events_voting_crowd,result_cards",AsyncScene/Web/data.js,tie_chat_end_draw,dynamic_template,variables=aVotes|bVotes; line=130
ST3_0176,BlockTitle,События ({count}),events_voting_crowd,AsyncScene/Web/data.js,events_title,dynamic_template,variables=count; line=132
ST3_0177,EmptyState,"Ничего не происходит, сплошная болтовня.","events_voting_crowd,empty_states",AsyncScene/Web/data.js,events_empty,static_string,line=133
ST3_0178,Button,Закрыть лишнее,"events_voting_crowd,result_cards,disabled_states",AsyncScene/Web/data.js,events_close_extra,static_string,line=134
ST3_0179,Button,Очистить,events_voting_crowd,AsyncScene/Web/data.js,events_clear_all,static_string,line=135
ST3_0180,Other,Зафиксили,events_voting_crowd,AsyncScene/Web/data.js,events_done,static_string,line=136
ST3_0181,Cooldown,Ещё {sec} сек,"events_voting_crowd,cooldowns",AsyncScene/Web/data.js,events_left,dynamic_template,variables=sec; line=137
ST3_0182,ResultCard,Победа,"battle_ui,result_cards",AsyncScene/Web/data.js,battle_win,static_string,line=139
ST3_0183,ResultCard,Поражение,"battle_ui,result_cards",AsyncScene/Web/data.js,battle_lose,static_string,line=140
ST3_0184,ResultCard,Толпа решает,"battle_ui,events_voting_crowd,result_cards",AsyncScene/Web/data.js,battle_draw,static_string,line=141
ST3_0185,ResourceName,Не хватает 💰.,"battle_ui,economy_toasts,disabled_states",AsyncScene/Web/data.js,battle_not_enough_points,static_string,line=142
ST3_0186,Button,Свалить за взятку {X} 💰,"escape,price_caps,economy_toasts",AsyncScene/Web/data.js,escape_button_label,dynamic_template,variables=X; line=144
ST3_0187,ResourceName,Ты обучил(а) {student} аргументу {arg}. Цена: {cost} 💰.,"dm_ui,training_econ04,price_caps,economy_toasts",AsyncScene/Web/data.js,teach_sent_dm,dynamic_template,variables=student|arg|cost; line=145
ST3_0188,Other,{teacher} обучил(а) {student} аргументу.,"chat_ui,dm_ui,training_econ04",AsyncScene/Web/data.js,teach_sent_chat,dynamic_template,variables=teacher|student; line=146
ST3_0189,Error,"Введи ник игрока. Без ошибок, иначе не сработает.",general_interface,AsyncScene/Web/data.js,invite_open_hint,static_string,line=147
ST3_0190,Error,Такого игрока нет.,general_interface,AsyncScene/Web/data.js,invite_invalid,static_string,line=148
ST3_0191,Button,Меню,general_interface,AsyncScene/Web/data.js,menu_title,static_string,line=149
ST3_0192,ResourceName,Я вас понял. Проверяю информацию.,"reports_cop_flow,respect_econ08,pending_states",AsyncScene/Web/data.js,cop_report_accept,static_string,line=152
ST3_0193,ResourceName,Принял. Сейчас разберёмся.,"reports_cop_flow,respect_econ08,pending_states",AsyncScene/Web/data.js,cop_report_accept,static_string,line=152
ST3_0194,Status,"Я сейчас занят, подойдите позже.","reports_cop_flow,pending_states",AsyncScene/Web/data.js,cop_busy,static_string,line=153
ST3_0195,Other,"Сейчас не могу, оформляю другое дело.","reports_cop_flow,pending_states",AsyncScene/Web/data.js,cop_busy,static_string,line=153
ST3_0196,ResourceName,Информация подтвердилась. Приняты меры.,"reports_cop_flow,respect_econ08,success_fail_states",AsyncScene/Web/data.js,cop_report_ok,static_string,line=154
ST3_0197,ResourceName,Вы были правы. Я занялся этим.,"reports_cop_flow,respect_econ08,success_fail_states",AsyncScene/Web/data.js,cop_report_ok,static_string,line=154
ST3_0198,ResourceName,Подтверждений нет. Будьте осторожнее с обвинениями.,"reports_cop_flow,respect_econ08,success_fail_states",AsyncScene/Web/data.js,cop_report_fail,static_string,line=155
ST3_0199,Cooldown,"Дайте мне время, я ещё занят предыдущим делом.","reports_cop_flow,cooldowns,pending_states",AsyncScene/Web/data.js,cop_cooldown,static_string,line=156
ST3_0200,Hint,Ответь кто,general_interface,AsyncScene/Web/data.js,hint_type_who,static_string,line=159
ST3_0201,Hint,Ответь где,general_interface,AsyncScene/Web/data.js,hint_type_where,static_string,line=160
ST3_0202,Hint,Ответь про кого / про что,general_interface,AsyncScene/Web/data.js,hint_type_about,static_string,line=161
ST3_0203,Hint,Ответь да или нет,general_interface,AsyncScene/Web/data.js,hint_type_yn,static_string,line=162
ST3_0204,Other,ТОЛПА,events_voting_crowd,AsyncScene/Web/data.js,tie_start,static_string,line=165
ST3_0205,Other,ВПИСЫВАЙСЯ,events_voting_crowd,AsyncScene/Web/data.js,tie_call_to_action,static_string,line=166
ST3_0206,Hint,ТЫКНИ ИМЯ,general_interface,AsyncScene/Web/data.js,tie_click_name_hint,static_string,line=167
ST3_0207,Other,✓ ОК,"events_voting_crowd,success_fail_states",AsyncScene/Web/data.js,vote_ok,static_string,line=168
ST3_0208,Other,✓ УЖЕ,events_voting_crowd,AsyncScene/Web/data.js,vote_already,static_string,line=169
ST3_0209,Error,✕ НЕ,"events_voting_crowd,success_fail_states",AsyncScene/Web/data.js,vote_fail,static_string,line=170
ST3_0210,Other,🏆 {name} {aVotes}:{bVotes},"events_voting_crowd,result_cards",AsyncScene/Web/data.js,tie_end_winner,dynamic_template,variables=name|aVotes|bVotes; line=172
ST3_0211,Other,ТОЛПА - ВПИСЫВАЙСЯ,"chat_ui,events_voting_crowd",AsyncScene/Web/data.js,tie_chat_start,static_string,line=174
